0.18812218,0.19905868,0.21038577,0.24917042,0.21295482,0.25388864,0.22341245,0.25964805,0.22985454,0.29267144,0
0.6026118,0.5866102,0.4943758,0.4476496,0.3615164,0.39931014,0.47141334,0.45176172,0.3479888,0.4765328,0
0.18006496,0.17945737,0.17427558,0.22921969,0.23773865,0.2357927,0.16509964,0.195634,0.21409106,0.15542088,0
0.33419937,0.3740574,0.42042083,0.36740044,0.35104203,0.43694788,0.4485801,0.4301795,0.26866037,0.44009483,0
0.38956943,0.59292036,0.39086193,0.40138933,0.3521367,0.34502256,0.35800073,0.42794064,0.49303412,0.49780998,0
0.48127872,0.3856692,0.4148041,0.6218479,0.41139,0.47951904,0.4215539,0.47683948,0.7349586,0.434232,0
0.4109645,0.33983085,0.28744158,0.20035769,0.26014957,0.20101665,0.33204123,0.29744372,0.39188024,0.31041554,0
0.3574579,0.33227232,0.35340732,0.64934385,0.38263577,0.2277229,0.3968677,0.31870595,0.3692602,0.5191189,0
0.26148227,0.25844523,0.32662845,0.42900193,0.32972297,0.21299535,0.2986131,0.20685019,0.1993981,0.32367444,0
0.51677155,0.62655354,0.49295247,0.66485804,0.49668443,0.59179354,0.628115,0.4788745,0.50311625,0.5575819,0
0.7163522,0.6387364,0.7122678,0.64582443,0.70473087,0.640545,0.65350497,0.670176,0.696552,0.7092387,0.7410658,0.70394206,0.7031656,0.7581936,0.77087957,0.6275544,1.128363,0.7516589,0.61930084,0.7866608,0.629698,0
0.7687981,0.58621943,0.53250355,0.8064804,0.72319114,0.92598015,0.6545092,0.62092555,0.9519807,0.51905316,1.0242361,0.6436805,0.65003306,0.57885224,0
0.4968535,0.54302645,0.58505934,0.5395306,0.7195492,0.53257287,0.5493126,0.5017186,0.4610341,0
0.36306214,0.5445686,0.60713506,0.4084774,0.29194012,0.33563387,0.2646425,0.3571578,0.3775134,0.42120644,0
0.43598333,0.420371,0.42989945,0.3132183,0.47160172,0.515924,0.46134597,0.64851695,0.5942357,0.48510018,0
0.61438656,0.5289858,0.5312179,0.542761,0.6762495,0.48630872,0.4008309,0.49571565,0.46673447,0
0.33212116,0.43619996,0.3487892,0.3602756,0.32419962,0.41877818,0.3710886,0.53141737,0.37878352,0.29630497,0
0.46834442,0.53682005,0.60105735,1.152355,0.42792243,0.47174972,0.4038101,0.44291192,0.4294989,0.49779567,0.4001653,0
0.46427575,0.47509545,0.58715826,0.55709857,0.64215654,0.6314574,0.5910907,0.71717924,0.5545035,0.7159145,0
0.32489404,0.2804707,0.29012516,0.33993852,0.23106949,0.25258657,0.31825477,0.3266112,0.35205504,0.28353813,0
0.67459273,0.7746749,0.7002765,0.7767923,0.50580275,0.79086375,0.65257305,0.8439409,0.5766978,0.76998657,0.59737,0.7692992,0.6379297,0.7569728,0.7695145,0.7444819,0
0.263592,0.3596142,0.31358498,0.39651614,0.43272445,0.40003115,0.27381158,0.2858081,0.3086343,0.3193428,0
0.72362727,0.6914302,0.75127757,0.66044647,0.67424536,0.6481255,0.6486551,0.6869217,0.63567775,0.73394364,0.6787598,0.73656076,0.7448409,0.6640615,0.6633907,0.74729806,0.65403277,0.73045814,0.7104497,0.711702,0
0.44454738,0.24377288,0.22713201,0.26181212,0.25676253,0.25948304,0.24635687,0.24297218,0.44163036,0.2997484,0
0.46443745,0.33390468,0.39067578,0.4222854,0.33347127,0.3245127,0.40493676,0.5245728,0.37903297,0.43388137,0
0.28383768,0.29245496,0.36800945,0.46081018,0.2912914,0.31708306,0.32606894,0.3188418,0.50994825,0.3416097,0
0.42105246,0.453861,0.49140596,0.36486825,0.3352266,0.7206057,0.52397686,0.41350287,0.41633964,0.48412532,0
0.24125366,0.23990886,0.19437256,0.31657568,0.2424008,0.20412338,0.2732099,0.310727,0.31927773,0.27149954,0
0.4178841,0.45359364,0.4873994,0.3657942,0.3290008,0.38013613,0.3539204,0.33308575,1.1736271,0.32659,0.3757442,0
0.51826614,0.43946663,0.25396213,0.2885296,0.28746057,0.4068047,0.31587198,0.44044837,0.42476118,0.35751948,0
0.53340703,0.48197696,0.4982751,0.420459,0.44291896,0.4625826,1.1932043,0.488218,0.3651655,0.4244123,0.4541546,0
0.52123296,0.64513814,0.66892403,0.7719747,0.6653855,0.55884635,0.67680025,0
0.6101125,0.5364282,0.5023196,0.4486487,0.4834539,0.4796958,0.49726972,0.4551314,0.58779687,0.4412452,0
0.517194,0.40610865,1.1051505,0.4621349,0.5496344,1.1343304,0.41623473,0.47339064,0.41804886,0.42552632,0.44932303,0.46584192,0
0.31608015,0.22472821,0.24061947,0.21024102,0.19405654,0.1606333,0.24730329,0.26963037,0.24531408,0.21776277,0
0.29666987,1.305938,0.31021562,0.24601999,0.30843043,0.2421501,0.24247059,0.288227,0.2731091,0.34133533,0.25201657,0
0.565358,0.5161343,0.5149819,1.0423024,0.5320681,0.57367414,0.51129085,0.55315256,0.4857738,0.47997352,1.009068,0.46288973,1.0058111,0
0.38113856,0.32621258,0.31052208,0.554843,0.271896,0.5033664,0.32903838,0.4977268,0.37984118,0.44944367,0
0.71539533,0.7407502,0.7924719,0.710988,0.70118475,0.84101933,0.81409997,0.7327109,0.8311932,0.7405361,1.0221503,0.7828097,0.8461115,0.7654727,0.6721475,0.7531702,0.68039376,0.7759073,0.8069502,0.6896235,0.8063378,0
0.35915634,0.3813251,0.36137974,0.3069344,0.50360495,0.3600569,0.31594655,0.28469527,0.36807162,0.48014185,0
0.17409137,0.15102753,0.28714332,0.26176995,0.3465919,0.28453928,0.3564456,0.31406373,0.3126158,0.4353677,0
0.5636814,0.4210794,0.35732841,0.3723276,0.47688514,0.3822314,0.39060724,0.3885921,0.37498054,0.36398435,0
0.51674116,0.618754,0.5069598,0.62332416,0.48395985,0.45865452,0.51613295,0.6550509,0.7351118,0.49286902,0
0.3709861,0.43927994,0.48207286,0.47673762,0.52171284,0.5535304,0.47301537,0.5974372,0
0.32603112,0.44322222,0.29589605,0.2825391,0.29348552,0.24185996,0.3833708,0.38669023,0.38444614,0.33012623,0
0.50514305,0.5039947,0.7146003,0.35337096,0.3317563,0.42295438,0.39278013,0.37850577,0.44523612,0.37136808,1.1402931,0
0.5901081,0.50317186,0.5599388,0.60104924,0.5141312,0.41515884,0.44429937,0.4278729,0.42281845,0.40249965,0
0.41471854,0.38493565,0.22877888,0.37810895,0.32077053,0.3874995,0.24294758,0.30880666,0.30480307,0.23013759,0
0.5077357,0.3956009,0.4008879,0.5080661,0.3956702,0.35313517,1.2037331,0.341761,0.4137039,0.34452766,0.37531114,0
0.35096002,0.3662859,0.26538867,0.2362982,0.24878,0.2367569,0.32381067,0.3819852,0.28883594,0.25706837,0
0.24298793,0.33420324,0.319029,0.381778,0.42755622,0.4378358,0.41724843,0.35900813,0.3581476,0.31655982,0
0.34633473,0.31022295,0.28990105,0.34486425,0.28132117,0.3476691,0.26457265,0.20162377,0.2703319,0.36523,0
0.30182794,0.21102554,0.14958608,0.30795556,0.218705,0.21234842,0.22423993,0.27333462,0.21345729,0.22703393,0
0.7820821,0.2950287,0.40123814,0.37096786,0.36099148,0.51544935,0.38423133,0.44007364,0
0.35395163,0.33071592,0.4238432,0.40351927,0.3401093,0.37309054,0.46025354,0.40609258,0.33197793,0.46803123,0
0.4971321,0.6022507,0.4307808,0.5006417,0.49375302,0.43476814,0.42049775,0.35874847,0.45449027,0.375353,0
0.5056381,0.61742973,0.48314965,0.6862614,0.7863804,0.61025727,0.47995886,0.9263105,0.6271022,0.515934,0.5639222,0.6183232,0.51692396,0.6598852,0.5570056,0.67899406,1.1075418,0.5517034,0.671382,0.97477096,0.9617016,0.5471929,0.66311246,0.5946317,0.6703126,0
0.7356917,0.58809066,0.5761047,0.6027505,0.54367274,0.6695599,0.53745544,0.5849622,0.6067862,0.6342493,1.1129268,0
0.18355723,0.23184563,0.28840908,0.2044496,0.239799,0.30486608,0.24312729,0.21009107,0.18702558,0.2437535,0
0.29822218,0.4231554,0.31866106,0.30057946,0.24030186,0.37463135,1.2311772,0.31958804,0.40442705,0.2863956,0.28716338,0
0.24848934,0.31621447,0.23010923,0.17916797,0.33384398,0.28687114,0.2134738,0.24739121,0.30644506,0.27513406,0
0.34133765,0.37095308,0.25515154,0.2814929,0.38380706,0.3557517,0.25416616,0.18038863,0.39180717,0.37361997,0
0.42990708,0.39330965,0.3996411,0.4277737,0.533723,0.46842143,0.47417253,0.41174158,0.39100072,0.48944396,0
0.39374453,0.3448464,0.28913456,0.37872562,0.4637976,0.45014206,0.38712183,0.5183272,0.478917,0.43487486,0
0.5070645,0.46645907,0.5687777,0.45391157,0.5439365,0.42328003,0.5109193,0.48371232,0.47179115,0
0.7854683,0.65217227,0.6858797,0.81354856,0.6097453,0.8457936,0.8330095,0
0.48236084,0.42553973,0.34623784,0.48867062,0.37245926,0.24727292,0.2910121,0.30423674,0.29823798,0.33968836,0
0.2750605,0.2664132,0.28663665,0.3564325,0.30858138,0.37941873,0.2572112,0.33349043,0.2344021,0.2726401,1.2981101,0
0.35420057,0.37707257,0.2962245,0.2613385,0.18783405,0
0.3626693,0.49305815,0.46058896,0.545535,0.36270875,0.528878,0.7638103,0.59731245,0.536493,0.42286846,0
0.44227162,0.39038834,0.423097,0.3230641,0.3748275,0.43110391,0.25229436,0.55770713,0.36500072,0.3888122,0
0.33659974,0.34356478,0.39885446,0.4583655,0.3816376,0.36046362,0.32969975,0.39332172,0.27306977,0.38636306,0
0.30141196,0.37281242,0.329981,0.2684632,0.36942762,0.43302625,0.39336798,0.44530937,0.34505656,0.28500152,0
0.34329224,0.41116995,0.37393245,0.20922025,0.36852542,0.38865656,0.3328129,0.3465529,0.32510114,0.40817428,0
0.45717907,0.35714358,0.3488461,0.41167614,0.34138885,0.39335868,0.43237853,0.6212207,0.2922143,0.34092376,0
0.2729192,0.24154289,0.31119394,0.37924275,0.23745774,0.23237923,0.3205317,0.24399634,0.2886028,0.39157394,0
0.3758514,0.4921457,0.3265873,0.40665257,0.2537807,0.28521183,0.29629114,0.30181628,0.30658916,0.34403902,0
0.33803475,0.4472702,0.42691353,0.26786983,0.34525678,0.56073225,0.23533453,0.37999627,0.32421148,0.2670995,0
0.42625922,0.54983133,0.5269647,0.43309242,0.38980046,0.37915075,0.340543,0.4427299,0.5026642,0.58695734,0
0.43674093,0.61472607,0.4462329,0.5905028,0.4865795,0.5012509,0.5088063,0.52792203,0.72360957,0.6456677,0
0.18590133,0.18015657,0.16619858,0.27920762,0.1585708,0.16872124,0.25199005,0.27884212,0.22673696,0.2615143,0
0.52212274,0.5351625,0.4318409,0.47534603,0.5034653,0.51119596,0.41192865,0.3667455,0.6232749,0.38564458,0
0.2994047,0.32919088,0.25412774,0.3097329,0.33857054,0.2316058,0.26701623,0.30534238,0.21628629,0.2654904,0
